scorer,date,goals,cumsum
Alfe-Inge Haaland,1996-08-18,1,2
Alfe-Inge Haaland,1996-09-08,1,3
Alfe-Inge Haaland,1996-12-15,2,5
Alfe-Inge Haaland,1997-03-09,1,6
Alfe-Inge Haaland,1997-03-23,1,7
Alfe-Inge Haaland,1997-11-23,2,9
Alfe-Inge Haaland,1997-12-21,1,10
Alfe-Inge Haaland,1998-03-08,2,12
Alfe-Inge Haaland,1998-04-12,1,13
Alfe-Inge Haaland,1998-05-10,1,14
Alfe-Inge Haaland,1999-04-25,1,15
Alfe-Inge Haaland,2000-08-20,1,16
Alfe-Inge Haaland,2000-10-08,1,17
Alfe-Inge Haaland,2000-12-10,1,18
Alfie Mawson,2017-01-01,1,1
Alfie Mawson,2017-01-29,1,2
Alfie Mawson,2017-02-12,1,3
Alfie Mawson,2017-03-05,1,4
Alfie Mawson,2017-10-15,1,5
Alfie Mawson,2018-01-21,1,6
Alfred N'Diaye,2017-01-29,1,1
Ali Benarbia,2002-12-22,2,2
Ali Benarbia,2003-01-26,1,3
Aljosa Asanovic,1996-09-08,1,1
Aljosa Asanovic,1996-11-17,1,2
Aljosa Asanovic,1996-11-24,1,3
Aljosa Asanovic,1997-01-12,1,4
Aljosa Asanovic,1997-02-09,1,5
Aljosa Asanovic,1997-02-23,1,6
Aljosa Asanovic,1997-11-02,1,7
Allan Johnston,1997-04-27,1,1
Allan Johnston,2001-09-09,1,2
Allan Nielsen,1996-10-06,1,1
Allan Nielsen,1996-12-15,1,2
Allan Nielsen,1996-12-22,2,4
Allan Nielsen,1997-03-02,1,5
Allan Nielsen,1997-04-06,1,6
Allan Nielsen,1997-12-14,1,7
Allan Nielsen,1997-12-28,1,8
Allan Nielsen,1998-03-01,1,9
Allan Nielsen,1998-09-06,1,10
Allan Nielsen,1998-11-01,1,11
Allan Nielsen,1998-11-15,1,12
Allan Smart,1999-09-12,1,1
Allan Smart,2000-02-20,1,2
Allan Smart,2000-03-12,1,3
Allan Smart,2000-03-19,1,4
Allan Smart,2000-03-26,1,5
Almen Abdi,2015-10-18,1,1
Almen Abdi,2016-04-24,1,2
Alpay Ozalan,2003-09-14,1,1
Alun Armstrong,1999-04-18,1,1
Alun Armstrong,1999-10-17,1,2
Alun Armstrong,2000-12-10,1,3
Alun Armstrong,2000-12-24,1,4
Alun Armstrong,2001-02-18,1,5
Alun Armstrong,2001-03-04,1,6
Alun Armstrong,2001-04-08,1,7
Alun Armstrong,2001-04-15,2,9
Alun Armstrong,2001-09-16,1,10
Alun Armstrong,2001-12-16,1,11
Alun Armstrong,2001-12-23,2,13
Álvaro Arbeloa,2007-04-01,1,1
Álvaro Arbeloa,2008-11-02,1,2
Álvaro Morata,2017-08-06,1,1
Álvaro Morata,2017-08-27,1,2
Álvaro Morata,2017-09-03,1,3
Álvaro Morata,2017-09-17,3,6
Álvaro Morata,2017-11-05,1,7
Álvaro Morata,2017-11-12,1,8
Álvaro Morata,2017-11-26,1,9
Álvaro Morata,2017-12-24,1,10
Álvaro Morata,2018-04-01,1,11
Álvaro Negredo,2013-08-25,2,2
Álvaro Negredo,2013-09-29,1,3
Álvaro Negredo,2013-10-27,1,4
Álvaro Negredo,2013-11-24,1,5
Álvaro Negredo,2013-12-01,1,6
Álvaro Negredo,2013-12-08,1,7
Álvaro Negredo,2013-12-22,1,8
Álvaro Negredo,2014-01-12,1,9
Álvaro Negredo,2016-08-07,1,10
Álvaro Negredo,2016-11-20,2,12
Álvaro Negredo,2016-12-11,2,14
Álvaro Negredo,2017-01-29,1,15
Álvaro Negredo,2017-04-02,1,16
Álvaro Negredo,2017-04-16,1,17
Álvaro Negredo,2017-04-30,1,18
Alvin Martin,1993-11-14,1,1
Alvin Martin,1994-03-13,1,2
Amdy Faye,2007-01-14,1,1
Amdy Faye,2008-11-30,1,2
Amr Zaki,2008-08-10,1,1
Amr Zaki,2008-08-24,2,3
Amr Zaki,2008-09-07,1,4
Amr Zaki,2008-09-28,1,5
Amr Zaki,2008-10-12,2,7
Amr Zaki,2008-10-26,1,8
Amr Zaki,2008-12-21,1,9
Amr Zaki,2008-12-28,1,10
Ander Herrera,2014-09-14,1,1
Ander Herrera,2014-09-21,1,2
Ander Herrera,2015-02-15,1,3
Ander Herrera,2015-03-29,2,5
Ander Herrera,2015-05-17,1,6
Ander Herrera,2015-09-06,1,7
Ander Herrera,2015-10-11,1,8
Ander Herrera,2016-02-28,1,9
Ander Herrera,2017-04-16,1,10
Anders Limpar,1992-08-23,1,1
Anders Limpar,1992-10-18,1,2
Anders Limpar,1995-02-12,1,3
Anders Limpar,1995-02-26,1,4
Anders Limpar,1995-08-20,1,5
Anders Limpar,1995-09-03,1,6
Anders Limpar,1995-10-01,1,7
Anders Svensson,2001-12-02,2,2
Anders Svensson,2002-03-03,1,3
Anders Svensson,2002-05-05,1,4
Anders Svensson,2003-04-13,1,5
Anders Svensson,2003-04-20,1,6
Anders Svensson,2004-08-15,1,7
Anders Svensson,2004-09-19,1,8
Anders Svensson,2004-10-31,1,9
Anderson,2009-09-06,1,1
Anderson,2011-05-22,1,2
Anderson,2011-08-21,1,3
Anderson,2011-09-25,1,4
Anderson,2012-11-25,1,5
Andi Weimann,2012-03-04,1,1
Andi Weimann,2012-04-08,1,2
Andi Weimann,2012-11-04,2,4
Andi Weimann,2012-12-09,1,5
Andi Weimann,2012-12-30,1,6
Andi Weimann,2013-02-17,1,7
Andi Weimann,2013-03-10,1,8
Andi Weimann,2013-04-28,1,9
Andi Weimann,2013-09-22,1,10
Andi Weimann,2014-01-12,1,11
Andi Weimann,2014-01-26,1,12
Andi Weimann,2014-04-27,2,14
Andi Weimann,2014-08-10,1,15
Andi Weimann,2014-08-31,1,16
Andi Weimann,2014-11-02,1,17
Andranik Teymourian,2007-04-01,2,2
André Ayew,2015-08-02,1,1
André Ayew,2015-08-09,1,2
André Ayew,2015-08-30,1,3
André Ayew,2015-10-04,1,4
André Ayew,2015-10-18,1,5
André Ayew,2015-11-15,1,6
André Ayew,2016-01-10,1,7
André Ayew,2016-01-24,1,8
André Ayew,2016-05-01,3,11
André Ayew,2016-05-15,1,12
André Ayew,2016-12-25,1,13
André Ayew,2017-02-19,1,14
André Ayew,2017-03-05,1,15
André Ayew,2017-03-12,1,16
André Ayew,2017-04-09,1,17
André Ayew,2017-05-21,1,18
André Ayew,2017-09-10,1,19
André Ayew,2017-10-22,1,20
André Ayew,2017-12-17,1,21
André Bikey,2007-08-12,1,1
André Bikey,2008-03-16,2,3
André Bikey,2009-09-27,1,4
André Carrillo,2017-12-24,1,1
Andre Gray,2016-08-14,1,1
Andre Gray,2016-12-25,4,5
Andre Gray,2017-01-22,1,6
Andre Gray,2017-02-26,2,8
Andre Gray,2017-04-23,1,9
Andre Gray,2017-09-17,1,10
Andre Gray,2017-11-19,1,11
Andre Gray,2017-12-31,1,12
Andre Gray,2018-01-07,1,13
Andre Gray,2018-04-29,1,14
Andre Ooijer,2008-08-10,1,1
Andre Ooijer,2009-03-29,1,2
Andre Santos,2011-10-23,1,1
Andre Santos,2012-05-13,1,2
André Schürrle,2013-10-27,1,1
André Schürrle,2013-12-01,2,3
André Schürrle,2014-02-23,3,6
André Schürrle,2014-03-16,1,7
André Schürrle,2014-05-11,1,8
André Schürrle,2014-08-17,1,9
André Schürrle,2014-09-21,1,10
André Schürrle,2015-01-11,1,11
Andrea Dossena,2009-03-08,1,1
Andrea Orlandi,2012-04-22,1,1
Andrea Ranocchia,2017-03-26,1,1
Andrea Ranocchia,2017-04-02,1,2
Andreas Andersson,1998-04-12,2,2
Andreas Andersson,1998-08-16,1,3
Andreas Andersson,1998-12-27,1,4
Andreas Jakobsson,2004-11-21,1,1
Andreas Jakobsson,2005-03-20,1,2
Andreas Johansson,2006-01-29,1,1
Andreas Johansson,2006-02-19,2,3
Andreas Johansson,2006-04-02,1,4
Andreas Lund,2000-02-06,1,1
Andreas Lund,2000-03-26,1,2
Andrei Arshavin,2009-03-08,1,1
Andrei Arshavin,2009-04-05,1,2
Andrei Arshavin,2009-04-19,4,6
Andrei Arshavin,2009-08-23,1,7
Andrei Arshavin,2009-10-04,1,8
Andrei Arshavin,2009-10-11,1,9
Andrei Arshavin,2009-11-01,1,10
Andrei Arshavin,2009-11-29,1,11
Andrei Arshavin,2009-12-13,1,12
Andrei Arshavin,2010-01-17,1,13
Andrei Arshavin,2010-02-28,1,14
Andrei Arshavin,2010-03-07,1,15
Andrei Arshavin,2010-05-09,1,16
Andrei Arshavin,2010-08-15,1,17
Andrei Arshavin,2010-08-22,1,18
Andrei Arshavin,2010-11-21,1,19
Andrei Arshavin,2010-12-26,1,20
Andrei Arshavin,2011-01-30,1,21
Andrei Arshavin,2011-03-13,1,22
Andrei Arshavin,2011-09-04,1,23
Andrei Kanchelskis,1992-09-06,1,1
Andrei Kanchelskis,1993-01-17,1,2
Andrei Kanchelskis,1993-04-04,1,3
Andrei Kanchelskis,1993-09-19,1,4
Andrei Kanchelskis,1993-11-14,1,5
Andrei Kanchelskis,1993-12-26,1,6
Andrei Kanchelskis,1994-01-30,1,7
Andrei Kanchelskis,1994-04-24,1,8
Andrei Kanchelskis,1994-05-01,1,9
Andrei Kanchelskis,1994-08-21,1,10
Andrei Kanchelskis,1994-09-11,1,11
Andrei Kanchelskis,1994-09-25,1,12
Andrei Kanchelskis,1994-10-23,2,14
Andrei Kanchelskis,1994-11-06,4,18
Andrei Kanchelskis,1994-11-13,1,19
Andrei Kanchelskis,1994-12-25,1,20
Andrei Kanchelskis,1995-02-05,1,21
Andrei Kanchelskis,1995-02-19,1,22
Andrei Kanchelskis,1995-03-19,1,23
Andrei Kanchelskis,1995-11-12,2,25
Andrei Kanchelskis,1995-11-19,1,26
Andrei Kanchelskis,1995-12-24,2,28
Andrei Kanchelskis,1996-01-14,1,29
Andrei Kanchelskis,1996-02-18,1,30
Andrei Kanchelskis,1996-03-17,2,32
Andrei Kanchelskis,1996-03-24,2,34
Andrei Kanchelskis,1996-03-31,1,35
Andrei Kanchelskis,1996-04-14,1,36
Andrei Kanchelskis,1996-04-21,3,39
Andrei Kanchelskis,1996-09-22,1,40
Andrei Kanchelskis,1996-11-10,2,42
Andrei Kanchelskis,1996-12-01,1,43
Andrej Kramarić,2015-02-08,1,1
Andrej Kramarić,2015-05-24,1,2
Andrej Voronin,2007-08-19,1,1
Andrej Voronin,2007-08-26,1,2
Andrej Voronin,2007-10-07,1,3
Andrej Voronin,2008-04-13,1,4
Andrej Voronin,2008-05-11,1,5
Andres D'Alessandro,2006-04-16,1,1
Andrew Cole,1993-08-15,1,1
Andrew Cole,1993-08-29,2,3
Andrew Cole,1993-09-12,2,5
Andrew Cole,1993-09-19,2,7
Andrew Cole,1993-09-26,1,8
Andrew Cole,1993-10-24,2,10
Andrew Cole,1993-11-07,2,12
Andrew Cole,1993-11-21,4,16
Andrew Cole,1993-12-05,1,17
Andrew Cole,1993-12-12,1,18
Andrew Cole,1993-12-19,1,19
Andrew Cole,1993-12-26,2,21
Andrew Cole,1994-01-02,1,22
Andrew Cole,1994-01-16,1,23
Andrew Cole,1994-02-20,3,26
Andrew Cole,1994-02-27,1,27
Andrew Cole,1994-03-13,1,28
Andrew Cole,1994-03-20,1,29
Andrew Cole,1994-03-27,2,31
Andrew Cole,1994-04-10,1,32
Andrew Cole,1994-04-24,1,33
Andrew Cole,1994-05-01,1,34
Andrew Cole,1994-08-21,4,38
Andrew Cole,1994-09-04,2,40
Andrew Cole,1994-09-25,1,41
Andrew Cole,1994-10-16,1,42
Andrew Cole,1994-11-20,1,43
Andrew Cole,1995-01-29,1,44
Andrew Cole,1995-02-05,1,45
Andrew Cole,1995-02-26,5,50
Andrew Cole,1995-04-09,2,52
Andrew Cole,1995-04-30,2,54
Andrew Cole,1995-05-07,1,55
Andrew Cole,1995-08-20,1,56
Andrew Cole,1995-10-22,1,57
Andrew Cole,1995-11-12,1,58
Andrew Cole,1995-12-24,3,61
Andrew Cole,1995-12-31,1,62
Andrew Cole,1996-01-28,1,63
Andrew Cole,1996-02-25,1,64
Andrew Cole,1996-03-31,1,65
Andrew Cole,1996-05-05,1,66
Andrew Cole,1996-12-22,1,67
Andrew Cole,1997-01-26,1,68
Andrew Cole,1997-02-16,1,69
Andrew Cole,1997-03-09,1,70
Andrew Cole,1997-04-06,1,71
Andrew Cole,1997-04-13,1,72
Andrew Cole,1997-08-24,1,73
Andrew Cole,1997-10-12,1,74
Andrew Cole,1997-10-19,3,77
Andrew Cole,1997-10-26,1,78
Andrew Cole,1997-11-16,1,79
Andrew Cole,1997-11-30,2,81
Andrew Cole,1997-12-21,2,83
Andrew Cole,1998-02-01,1,84
Andrew Cole,1998-04-05,1,85
Andrew Cole,1998-04-26,1,86
Andrew Cole,1998-05-10,1,87
Andrew Cole,1998-09-27,1,88
Andrew Cole,1998-10-11,2,90
Andrew Cole,1998-10-25,1,91
Andrew Cole,1998-11-15,1,92
Andrew Cole,1998-12-13,1,93
Andrew Cole,1999-01-10,4,97
Andrew Cole,1999-01-31,2,99
Andrew Cole,1999-02-14,1,100
Andrew Cole,1999-03-07,2,102
Andrew Cole,1999-04-25,1,103
Andrew Cole,1999-05-16,1,104
Andrew Cole,1999-08-08,1,105
Andrew Cole,1999-08-29,4,109
Andrew Cole,1999-09-05,1,110
Andrew Cole,1999-10-10,2,112
Andrew Cole,1999-10-24,1,113
Andrew Cole,1999-10-31,2,115
Andrew Cole,1999-11-14,1,116
Andrew Cole,1999-12-26,1,117
Andrew Cole,2000-01-30,2,119
Andrew Cole,2000-02-20,2,121
Andrew Cole,2000-03-26,1,122
Andrew Cole,2000-04-09,1,123
Andrew Cole,2000-08-20,2,125
Andrew Cole,2000-09-03,1,126
Andrew Cole,2000-10-22,2,128
Andrew Cole,2000-10-29,1,129
Andrew Cole,2001-01-28,1,130
Andrew Cole,2001-02-04,1,131
Andrew Cole,2001-04-08,1,132
Andrew Cole,2001-09-02,1,133
Andrew Cole,2001-09-16,1,134
Andrew Cole,2001-09-23,1,135
Andrew Cole,2001-10-07,1,136
Andrew Cole,2002-01-06,1,137
Andrew Cole,2002-03-03,1,138
Andrew Cole,2002-03-10,1,139
Andrew Cole,2002-04-14,1,140
Andrew Cole,2002-04-21,1,141
Andrew Cole,2002-04-28,1,142
Andrew Cole,2002-05-05,3,145
Andrew Cole,2002-09-15,1,146
Andrew Cole,2002-11-03,1,147
Andrew Cole,2002-12-08,1,148
Andrew Cole,2002-12-22,2,150
Andrew Cole,2003-04-20,1,151
Andrew Cole,2003-05-11,1,152
Andrew Cole,2003-08-10,2,154
Andrew Cole,2003-08-24,2,156
Andrew Cole,2003-09-14,1,157
Andrew Cole,2004-01-04,2,159
Andrew Cole,2004-02-15,1,160
Andrew Cole,2004-02-22,1,161
Andrew Cole,2004-04-11,1,162
Andrew Cole,2004-05-09,1,163
Andrew Cole,2004-08-15,2,165
Andrew Cole,2004-08-29,1,166
Andrew Cole,2004-09-12,1,167
Andrew Cole,2004-10-24,1,168
Andrew Cole,2004-11-28,1,169
Andrew Cole,2004-12-26,2,171
Andrew Cole,2005-01-16,1,172
Andrew Cole,2005-01-30,1,173
Andrew Cole,2005-04-03,1,174
Andrew Cole,2005-05-15,1,175
Andrew Cole,2005-08-14,1,176
Andrew Cole,2005-08-21,1,177
Andrew Cole,2005-10-16,2,179
Andrew Cole,2005-10-30,1,180
Andrew Cole,2005-12-04,2,182
Andrew Cole,2005-12-25,1,183
Andrew Cole,2006-01-29,1,184
Andrew Cole,2006-10-08,1,185
Andrew Cole,2006-11-05,1,186
Andrew Cole,2006-12-24,1,187
Andrew Johnson,2004-08-08,1,1
Andrew Johnson,2004-08-22,1,2
Andrew Johnson,2004-09-12,1,3
Andrew Johnson,2004-09-19,1,4
Andrew Johnson,2004-10-03,1,5
Andrew Johnson,2004-10-17,2,7
Andrew Johnson,2004-10-24,1,8
Andrew Johnson,2004-11-21,1,9
Andrew Johnson,2004-12-26,2,11
Andrew Johnson,2005-01-02,2,13
Andrew Johnson,2005-01-16,1,14
Andrew Johnson,2005-01-30,1,15
Andrew Johnson,2005-02-13,1,16
Andrew Johnson,2005-02-20,2,18
Andrew Johnson,2005-04-10,1,19
Andrew Johnson,2005-04-17,1,20
Andrew Johnson,2005-05-15,1,21
Andrew Johnson,2006-08-13,1,22
Andrew Johnson,2006-08-20,1,23
Andrew Johnson,2006-09-03,2,25
Andrew Johnson,2006-09-10,1,26
Andrew Johnson,2006-09-24,1,27
Andrew Johnson,2006-12-17,1,28
Andrew Johnson,2007-01-14,1,29
Andrew Johnson,2007-02-04,1,30
Andrew Johnson,2007-02-18,1,31
Andrew Johnson,2007-03-18,1,32
Andrew Johnson,2007-10-07,1,33
Andrew Johnson,2007-11-18,1,34
Andrew Johnson,2007-12-09,1,35
Andrew Johnson,2007-12-30,1,36
Andrew Johnson,2008-01-20,1,37
Andrew Johnson,2008-03-09,1,38
Andrew Johnson,2008-10-26,2,40
Andrew Johnson,2008-11-09,2,42
Andrew Johnson,2009-01-25,1,43
Andrew Johnson,2009-02-22,1,44
Andrew Johnson,2009-03-08,1,45
Andrew Johnson,2011-01-09,1,46
Andrew Johnson,2011-01-30,1,47
Andrew Johnson,2011-04-17,1,48
Andrew Johnson,2011-10-02,3,51
Andriy Shevchenko,2006-08-20,1,1
Andriy Shevchenko,2006-10-15,1,2
Andriy Shevchenko,2006-11-05,1,3
Andriy Shevchenko,2007-03-11,1,4
Andriy Shevchenko,2007-10-21,1,5
Andriy Shevchenko,2007-12-02,1,6
Andriy Shevchenko,2007-12-23,2,8
Andriy Shevchenko,2008-05-11,1,9
Andros Townsend,2013-03-03,1,1
Andros Townsend,2013-03-10,1,2
Andros Townsend,2013-10-20,1,3
Andros Townsend,2014-12-28,1,4
Andros Townsend,2015-03-01,1,5
Andros Townsend,2016-02-07,1,6
Andros Townsend,2016-04-03,1,7
Andros Townsend,2016-04-10,1,8
Andros Townsend,2016-04-24,1,9
Andros Townsend,2016-09-18,1,10
Andros Townsend,2017-02-26,1,11
Andros Townsend,2017-04-09,1,12
Andros Townsend,2017-12-24,1,13
Andros Townsend,2018-03-04,1,14
Andy A Gray,1993-01-24,1,1
Andy A Gray,1994-02-27,1,2
Andy Booth,1996-08-18,1,1
Andy Booth,1996-09-01,1,2
Andy Booth,1996-09-15,1,3
Andy Booth,1996-10-06,1,4
Andy Booth,1996-10-13,1,5
Andy Booth,1997-01-26,1,6
Andy Booth,1997-02-16,1,7
Andy Booth,1997-02-23,1,8
Andy Booth,1997-03-16,1,9
Andy Booth,1997-04-06,1,10
Andy Booth,1997-11-02,3,13
Andy Booth,1997-11-16,1,14
Andy Booth,1997-12-28,1,15
Andy Booth,1998-01-11,1,16
Andy Booth,1998-03-08,1,17
Andy Booth,1998-11-08,1,18
Andy Booth,1998-11-22,1,19
Andy Booth,1998-12-06,1,20
Andy Booth,1999-02-14,1,21
Andy Booth,1999-02-21,2,23
Andy Booth,1999-11-21,1,24
Andy Booth,2000-05-14,1,25
Andy Campbell,2000-01-09,1,1
Andy Campbell,2000-01-30,1,2
Andy Campbell,2000-03-19,1,3
Andy Campbell,2000-04-09,1,4
Andy Carroll,2009-01-04,1,1
Andy Carroll,2009-01-25,1,2
Andy Carroll,2009-04-05,1,3
Andy Carroll,2010-08-22,4,7
Andy Carroll,2010-10-17,1,8
Andy Carroll,2010-11-07,2,10
Andy Carroll,2010-11-14,1,11
Andy Carroll,2010-11-28,1,12
Andy Carroll,2010-12-05,1,13
Andy Carroll,2010-12-26,1,14
Andy Carroll,2011-04-10,2,16
Andy Carroll,2011-09-25,1,17
Andy Carroll,2011-10-23,1,18
Andy Carroll,2012-01-29,1,19
Andy Carroll,2012-04-08,1,20
Andy Carroll,2012-11-25,1,21
Andy Carroll,2013-01-27,1,22
Andy Carroll,2013-02-24,1,23
Andy Carroll,2013-03-24,2,25
Andy Carroll,2013-04-07,1,26
Andy Carroll,2013-04-21,1,27
Andy Carroll,2014-03-09,1,28
Andy Carroll,2014-03-30,1,29
Andy Carroll,2014-12-07,2,31
Andy Carroll,2014-12-14,1,32
Andy Carroll,2015-01-04,1,33
Andy Carroll,2015-01-18,1,34
Andy Carroll,2015-10-18,1,35
Andy Carroll,2015-12-27,2,37
Andy Carroll,2016-03-13,1,38
Andy Carroll,2016-04-03,3,41
Andy Carroll,2016-04-17,2,43
Andy Carroll,2016-11-27,1,44
Andy Carroll,2016-12-25,1,45
Andy Carroll,2017-01-08,1,46
Andy Carroll,2017-01-15,2,48
Andy Carroll,2017-01-29,1,49
Andy Carroll,2017-03-26,1,50
Andy Carroll,2017-12-31,2,52
Andy Carroll,2018-04-15,1,53
Andy Clarke,1992-09-27,1,1
Andy Clarke,1992-12-06,1,2
Andy Clarke,1992-12-20,1,3
Andy Clarke,1993-01-24,1,4
Andy Clarke,1993-04-11,1,5
Andy Clarke,1993-08-22,1,6
Andy Clarke,1994-04-24,1,7
Andy Clarke,1994-11-13,1,8
Andy Clarke,1996-01-14,1,9
Andy Clarke,1996-03-17,1,10
Andy Clarke,1996-09-08,1,11
Andy Couzens,1996-09-08,1,1
Andy D Gray,2005-08-07,1,1
Andy Dawson,2009-05-03,1,1
Andy Dawson,2009-11-22,1,2
Andy Griffin,2000-05-14,1,1
Andy Griffin,2002-10-20,1,2
Andy Hill,1992-11-01,1,1
Andy Hinchcliffe,1993-03-07,1,1
Andy Hinchcliffe,1995-03-12,1,2
Andy Hinchcliffe,1995-04-30,1,3
Andy Hinchcliffe,1996-02-04,1,4
Andy Hinchcliffe,1996-02-25,1,5
Andy Hinchcliffe,1996-11-17,1,6
Andy Hinchcliffe,1998-02-08,1,7
Andy Hinchcliffe,1998-08-16,1,8
Andy Hinchcliffe,1998-09-06,1,9
Andy Hinchcliffe,1999-01-10,1,10
Andy Hinchcliffe,2000-03-05,1,11
Andy Hunt,1998-09-20,1,1
Andy Hunt,1998-10-18,1,2
Andy Hunt,1998-11-01,2,4
Andy Hunt,1999-01-03,1,5
Andy Hunt,1999-02-14,1,6
Andy Hunt,1999-02-28,1,7
Andy Hunt,2000-08-13,1,8
Andy Hunt,2000-08-20,2,10
Andy Hunt,2000-09-24,1,11
Andy Impey,1992-08-23,1,1
Andy Impey,1993-04-11,1,2
Andy Impey,1993-10-17,1,3
Andy Impey,1994-03-20,2,5
Andy Impey,1994-10-02,1,6
Andy Impey,1994-12-25,1,7
Andy Impey,1995-04-02,1,8
Andy Impey,1995-09-24,1,9
Andy Impey,1995-12-10,1,10
Andy Impey,1996-04-07,1,11
Andy Impey,1999-10-17,1,12
Andy Johnson,1993-05-02,1,1
Andy Johnson,2003-02-02,1,2
Andy Keogh,2009-08-16,1,1
Andy King,2015-03-29,1,1
Andy King,2015-04-12,1,2
Andy King,2016-02-28,1,3
Andy King,2016-05-01,1,4
Andy King,2016-12-04,1,5
Andy King,2017-12-10,1,6
Andy King,2018-02-25,1,7
Andy King,2018-05-13,1,8
Andy Liddell,1997-11-23,1,1
Andy Linighan,1993-02-14,1,1
Andy Linighan,1993-03-14,1,2
Andy Linighan,1994-12-11,1,3
Andy Linighan,1995-01-29,1,4
Andy Linighan,1996-09-01,1,5
Andy Melville,1996-11-17,1,1
Andy Melville,1996-12-01,1,2
Andy Mutch,1993-09-12,1,1
Andy Mutch,1993-09-19,1,2
Andy Mutch,1993-12-05,1,3
Andy Mutch,1993-12-26,2,5
Andy Mutch,1994-01-02,1,6
Andy Myers,1996-09-01,1,1
Andy Myers,2001-04-22,1,2
Andy O'Brien,2000-01-16,1,1
Andy O'Brien,2001-04-15,1,2
Andy O'Brien,2001-12-16,1,3
Andy O'Brien,2002-03-24,1,4
Andy O'Brien,2004-01-18,1,5
Andy O'Brien,2004-08-22,1,6
Andy O'Brien,2004-09-05,1,7
Andy O'Brien,2009-04-05,1,8
Andy Pearce,1992-09-27,1,1
Andy Pearce,1994-01-09,1,2
Andy Pearce,1994-01-16,1,3
Andy Pearce,1994-04-17,1,4
Andy Preece,1994-10-16,1,1
Andy Preece,1994-10-23,1,2
Andy Preece,1994-10-30,2,4
Andy Reid,2005-05-01,1,1
Andy Reid,2006-11-19,1,2
Andy Reid,2006-11-26,1,3
Andy Reid,2008-03-23,1,4
Andy Reid,2008-12-07,1,5
Andy Reid,2009-09-06,1,6
Andy Reid,2009-10-25,1,7
Andy Ritchie,1993-03-21,1,1
Andy Ritchie,1993-04-11,1,2
Andy Ritchie,1993-05-02,1,3
Andy Ritchie,1993-08-22,1,4
Andy Roberts,1998-03-08,1,1
Andy Roberts,1998-09-27,1,2
Andy Roberts,1999-01-03,1,3
Andy Robertson,2017-03-26,1,1
Andy Robertson,2018-05-13,1,2
Andy Scott,1993-05-02,1,1
Andy Scott,1994-01-09,1,2
Andy Sinton,1992-08-16,1,1
Andy Sinton,1992-09-06,1,2
Andy Sinton,1992-09-13,1,3
Andy Sinton,1992-12-27,3,6
Andy Sinton,1993-03-14,1,7
Andy Sinton,1993-08-29,1,8
Andy Sinton,1993-09-12,2,10
Andy Sinton,1996-11-10,1,11
Andy Sinton,1996-11-24,1,12
Andy Sinton,1996-12-01,1,13
Andy Sinton,1997-01-19,1,14
Andy Sinton,1997-01-26,1,15
Andy Sinton,1997-04-20,1,16
Andy Thorn,1992-12-20,1,1
Andy Thorn,1995-03-19,1,2
Andy Todd,1995-09-17,1,1
Andy Todd,1996-05-05,1,2
Andy Todd,2001-04-01,1,3
Andy Todd,2003-04-20,1,4
Andy Todd,2004-12-26,1,5
Andy Todd,2005-08-07,1,6
Andy Todd,2006-03-05,1,7
Andy Todd,2007-08-05,1,8
Andy Townsend,1992-09-06,1,1
Andy Townsend,1992-10-25,1,2
Andy Townsend,1992-11-29,1,3
Andy Townsend,1993-05-02,1,4
Andy Townsend,1993-09-12,1,5
Andy Townsend,1993-10-31,1,6
Andy Townsend,1994-02-06,1,7
Andy Townsend,1995-02-19,1,8
Andy Townsend,1995-09-17,1,9
Andy Townsend,1996-03-03,1,10
Andy Townsend,1996-09-15,1,11
Andy Townsend,1996-12-01,1,12
Andy Townsend,1998-12-06,1,13
Andy Turner,1992-08-30,1,1
Andy Turner,1993-03-21,1,2
Andy Turner,1993-04-11,1,3
Angel Di Maria,2014-09-14,1,1
Angel Di Maria,2014-09-21,1,2
Angel Di Maria,2014-10-05,1,3
Angel Rangel,2012-08-19,1,1
Angel Rangel,2013-02-03,1,2
Angel Rangel,2013-05-05,1,3
Angel Rangel,2017-01-01,1,4
Ángelo Henríquez,2013-01-13,1,1
Angelo Ogbonna,2017-12-03,1,1
Anthony Gardner,2002-09-15,1,1
Anthony Gardner,2007-08-12,1,2
Anthony Knockaert,2017-10-15,1,1
Anthony Knockaert,2017-12-31,1,2
Anthony Knockaert,2018-02-18,1,3
Anthony Le Tallec,2005-08-21,1,1
Anthony Le Tallec,2005-11-27,1,2
Anthony Le Tallec,2006-04-30,1,3
Anthony Martial,2015-09-06,1,1
Anthony Martial,2015-09-20,2,3
Anthony Martial,2015-12-13,1,4
Anthony Martial,2015-12-27,1,5
Anthony Martial,2016-01-31,1,6
Anthony Martial,2016-02-07,1,7
Anthony Martial,2016-04-03,1,8
Anthony Martial,2016-05-01,1,9
Anthony Martial,2016-05-08,2,11
Anthony Martial,2016-10-02,1,12
Anthony Martial,2016-12-25,1,13
Anthony Martial,2017-02-05,1,14
Anthony Martial,2017-04-23,1,15
Anthony Martial,2017-08-13,2,17
Anthony Martial,2017-09-17,1,18
Anthony Martial,2017-10-22,1,19
Anthony Martial,2017-11-12,1,20
Anthony Martial,2017-11-26,1,21
Anthony Martial,2017-12-31,1,22
Anthony Martial,2018-01-14,2,24
Anthony Pilkington,2011-09-11,1,1
Anthony Pilkington,2011-10-09,2,3
Anthony Pilkington,2011-10-30,1,4
